Participant,Experimental_Group,recruitment_platform,Effects_Perception
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,4.666666667
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
135,Not Disclosed,SONA,3.333333333
135,Not Disclosed,SONA,4
135,Not Disclosed,SONA,3.333333333
135,Not Disclosed,SONA,5
135,Not Disclosed,SONA,4.666666667
135,Not Disclosed,SONA,4.333333333
135,Not Disclosed,SONA,5
135,Not Disclosed,SONA,5
135,Not Disclosed,SONA,5
135,Not Disclosed,SONA,4.666666667
135,Not Disclosed,SONA,4.666666667
135,Not Disclosed,SONA,3
135,Not Disclosed,SONA,4
135,Not Disclosed,SONA,4.333333333
135,Not Disclosed,SONA,4.666666667
135,Not Disclosed,SONA,4
135,Not Disclosed,SONA,4
135,Not Disclosed,SONA,3.666666667
135,Not Disclosed,SONA,5
135,Not Disclosed,SONA,4.666666667
135,Not Disclosed,SONA,4.666666667
135,Not Disclosed,SONA,4.666666667
135,Not Disclosed,SONA,4.333333333
135,Not Disclosed,SONA,3
135,Not Disclosed,SONA,5
135,Not Disclosed,SONA,5
135,Not Disclosed,SONA,5
135,Not Disclosed,SONA,2.666666667
135,Not Disclosed,SONA,5
135,Not Disclosed,SONA,3
136,Disclosed,SONA,5
136,Disclosed,SONA,4.666666667
136,Disclosed,SONA,4
136,Disclosed,SONA,5
136,Disclosed,SONA,4.666666667
136,Disclosed,SONA,5
136,Disclosed,SONA,4.333333333
136,Disclosed,SONA,4.666666667
136,Disclosed,SONA,5
136,Disclosed,SONA,4.666666667
136,Disclosed,SONA,5
136,Disclosed,SONA,5
136,Disclosed,SONA,4.333333333
136,Disclosed,SONA,4.333333333
136,Disclosed,SONA,4.666666667
136,Disclosed,SONA,5
136,Disclosed,SONA,4.333333333
136,Disclosed,SONA,4.666666667
136,Disclosed,SONA,4.666666667
136,Disclosed,SONA,5
136,Disclosed,SONA,4.666666667
136,Disclosed,SONA,5
136,Disclosed,SONA,4.333333333
136,Disclosed,SONA,5
136,Disclosed,SONA,4.333333333
136,Disclosed,SONA,4.333333333
136,Disclosed,SONA,4.666666667
136,Disclosed,SONA,5
136,Disclosed,SONA,5
136,Disclosed,SONA,5
137,Disclosed,SONA,5
137,Disclosed,SONA,4.333333333
137,Disclosed,SONA,4.333333333
137,Disclosed,SONA,5
137,Disclosed,SONA,5
137,Disclosed,SONA,4.666666667
137,Disclosed,SONA,4.666666667
137,Disclosed,SONA,5
137,Disclosed,SONA,5
137,Disclosed,SONA,4.666666667
137,Disclosed,SONA,5
137,Disclosed,SONA,4.666666667
137,Disclosed,SONA,4.666666667
137,Disclosed,SONA,4.666666667
137,Disclosed,SONA,4.666666667
137,Disclosed,SONA,4
137,Disclosed,SONA,5
137,Disclosed,SONA,3.666666667
137,Disclosed,SONA,5
137,Disclosed,SONA,5
137,Disclosed,SONA,4.666666667
137,Disclosed,SONA,5
137,Disclosed,SONA,3.666666667
137,Disclosed,SONA,4.666666667
137,Disclosed,SONA,5
137,Disclosed,SONA,5
137,Disclosed,SONA,5
137,Disclosed,SONA,4
137,Disclosed,SONA,4.666666667
137,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,4.666666667
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,4.666666667
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
138,Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,4.666666667
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,4.333333333
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,3.666666667
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,4.666666667
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,4.666666667
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
139,Not Disclosed,SONA,5
140,Not Disclosed,SONA,3.666666667
140,Not Disclosed,SONA,2.666666667
140,Not Disclosed,SONA,4
140,Not Disclosed,SONA,3.333333333
140,Not Disclosed,SONA,3.666666667
140,Not Disclosed,SONA,2.666666667
140,Not Disclosed,SONA,4.333333333
140,Not Disclosed,SONA,4.333333333
140,Not Disclosed,SONA,5
140,Not Disclosed,SONA,3.333333333
140,Not Disclosed,SONA,4
140,Not Disclosed,SONA,1.666666667
140,Not Disclosed,SONA,3.333333333
140,Not Disclosed,SONA,2.333333333
140,Not Disclosed,SONA,3
140,Not Disclosed,SONA,3.666666667
140,Not Disclosed,SONA,4.333333333
140,Not Disclosed,SONA,1.666666667
140,Not Disclosed,SONA,4.666666667
140,Not Disclosed,SONA,3
140,Not Disclosed,SONA,3
140,Not Disclosed,SONA,4
140,Not Disclosed,SONA,3.333333333
140,Not Disclosed,SONA,5
140,Not Disclosed,SONA,5
140,Not Disclosed,SONA,4.666666667
140,Not Disclosed,SONA,5
140,Not Disclosed,SONA,3
140,Not Disclosed,SONA,5
140,Not Disclosed,SONA,3.333333333
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
141,Disclosed,SONA,5
142,Disclosed,SONA,4.666666667
142,Disclosed,SONA,3.666666667
142,Disclosed,SONA,3.666666667
142,Disclosed,SONA,4.666666667
142,Disclosed,SONA,5
142,Disclosed,SONA,5
142,Disclosed,SONA,4.666666667
142,Disclosed,SONA,4.666666667
142,Disclosed,SONA,5
142,Disclosed,SONA,4.666666667
142,Disclosed,SONA,5
142,Disclosed,SONA,2.333333333
142,Disclosed,SONA,4
142,Disclosed,SONA,3.333333333
142,Disclosed,SONA,4.666666667
142,Disclosed,SONA,4.333333333
142,Disclosed,SONA,4.666666667
142,Disclosed,SONA,3.333333333
142,Disclosed,SONA,5
142,Disclosed,SONA,4.333333333
142,Disclosed,SONA,4.666666667
142,Disclosed,SONA,5
142,Disclosed,SONA,4.666666667
142,Disclosed,SONA,4
142,Disclosed,SONA,5
142,Disclosed,SONA,3
142,Disclosed,SONA,4.666666667
142,Disclosed,SONA,2.666666667
142,Disclosed,SONA,5
142,Disclosed,SONA,4.333333333
