Participant,Experimental_Group,Age,Sex,Message Rank,Message1,Message2,Message3,Message4,Message5,Dis_AI1,Dis_AI2,Dis_AI3,Dis_AI4,Dis_AI5,Dis_AI6,Dis_AI7,Dis_AI8,Dis_AI9,Dis_AI10,Dis_AI11,Dis_AI12,Dis_AI13,Dis_AI14,Dis_AI15,Dis_Hum1,Dis_Hum2,Dis_Hum3,Dis_Hum4,Dis_Hum5,Dis_Hum6,Dis_Hum7,Dis_Hum8,Dis_Hum9,Dis_Hum10,Dis_Hum11,Dis_Hum12,Dis_Hum13,Dis_Hum14,Dis_Hum15,Con_AI1,Con_AI2,Con_AI3,Con_AI4,Con_AI5,Con_AI6,Con_AI7,Con_AI8,Con_AI9,Con_AI10,Con_AI11,Con_AI12,Con_AI13,Con_AI14,Con_AI15,Con_Hum1,Con_Hum2,Con_Hum3,Con_Hum4,Con_Hum5,Con_Hum6,Con_Hum7,Con_Hum8,Con_Hum9,Con_Hum10,Con_Hum11,Con_Hum12,Con_Hum13,Con_Hum14,Con_Hum15,Unp_AI1,Unp_AI2,Unp_AI3,Unp_AI4,Unp_AI5,Unp_AI6,Unp_AI7,Unp_AI8,Unp_AI9,Unp_AI10,Unp_AI11,Unp_AI12,Unp_AI13,Unp_AI14,Unp_AI15,Unp_Hum1,Unp_Hum2,Unp_Hum3,Unp_Hum4,Unp_Hum5,Unp_Hum6,Unp_Hum7,Unp_Hum8,Unp_Hum9,Unp_Hum10,Unp_Hum11,Unp_Hum12,Unp_Hum13,Unp_Hum14,Unp_Hum15,Per_AI1_1,Per_AI2_1,Per_AI3_1,Per_AI4_1,Per_AI5_1,Per_AI6_1,Per_AI7_1,Per_AI8_1,Per_AI9_1,Per_AI10_1,Per_AI11_1,Per_AI12_1,Per_AI13_1,Per_AI14_1,Per_AI15_1,Per_AI16_1,Per_AI17_1,Per_AI18_1,Per_AI19_1,Per_AI20_1,recruitment_platform
73,Disclosed,25.0,Male,"6,9,22,35,25",6.0,9.0,22.0,35.0,25.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,2.0,3.0,Prolific
74,Not Disclosed,32.0,Male,"4,5,6,16,25",4.0,5.0,6.0,16.0,25.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,2.0,1.0,2.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,1.0,4.0,4.0,5.0,2.0,2.0,Prolific
75,Not Disclosed,38.0,Male,"6,7,21,30,31",6.0,7.0,21.0,30.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,5.0,1.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,Prolific
76,Disclosed,37.0,Female,"6,9,35,29,31",6.0,9.0,35.0,29.0,31.0,4.0,1.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,3.0,2.0,1.0,5.0,3.0,5.0,4.0,4.0,2.0,5.0,1.0,1.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,Prolific
77,Disclosed,38.0,Female,"11,15,20,30,31",11.0,15.0,20.0,30.0,31.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,3.0,5.0,4.0,1.0,1.0,Prolific
78,Not Disclosed,26.0,Male,"7,13,15,35,31",7.0,13.0,15.0,35.0,31.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,Prolific
79,Not Disclosed,47.0,Male,"1,12,16,18,25",1.0,12.0,16.0,18.0,25.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,Prolific
80,Not Disclosed,33.0,Male,"6,9,11,13,28",6.0,9.0,11.0,13.0,28.0,4.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,4.0,1.0,5.0,2.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,1.0,1.0,5.0,4.0,Prolific
81,Not Disclosed,48.0,Male,"6,7,9,11,31",6.0,7.0,9.0,11.0,31.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,Prolific
82,Not Disclosed,64.0,Male,"13,35,28,29,30",13.0,35.0,28.0,29.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,Prolific
83,Not Disclosed,19.0,Male,"4,11,12,13,22",4.0,11.0,12.0,13.0,22.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,Prolific
84,Not Disclosed,35.0,Male,"16,18,24,29,32",16.0,18.0,24.0,29.0,32.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,5.0,2.0,1.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,Prolific
85,Disclosed,31.0,Female,"22,28,29,31,23",22.0,28.0,29.0,31.0,23.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,Prolific
86,Disclosed,51.0,Male,"1,7,17,19,27",1.0,7.0,17.0,19.0,27.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,1.0,5.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,2.0,1.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,4.0,1.0,1.0,3.0,Prolific
87,Disclosed,47.0,Male,"16,17,18,19,20",16.0,17.0,18.0,19.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,5.0,Prolific
88,Disclosed,43.0,Male,"4,5,6,19,28",4.0,5.0,6.0,19.0,28.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,1.0,5.0,Prolific
89,Not Disclosed,41.0,Male,"6,9,13,15,31",6.0,9.0,13.0,15.0,31.0,3.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,4.0,5.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,Prolific
90,Not Disclosed,39.0,Male,"6,7,13,22,27",6.0,7.0,13.0,22.0,27.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,Prolific
91,Not Disclosed,49.0,Male,"6,7,11,15,23",6.0,7.0,11.0,15.0,23.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,Prolific
92,Disclosed,66.0,Female,"6,15,19,30,31",6.0,15.0,19.0,30.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,Prolific
93,Not Disclosed,49.0,Male,"1,7,13,18,24",1.0,7.0,13.0,18.0,24.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,1.0,2.0,4.0,5.0,5.0,2.0,Prolific
94,Disclosed,53.0,Female,"6,11,35,24,31",6.0,11.0,35.0,24.0,31.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,Prolific
95,Not Disclosed,50.0,Female,"9,11,17,18,19",9.0,11.0,17.0,18.0,19.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,Prolific
96,Not Disclosed,49.0,Male,"5,6,9,18,19",5.0,6.0,9.0,18.0,19.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,Prolific
97,Disclosed,49.0,Female,"6,9,14,29,23",6.0,9.0,14.0,29.0,23.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,Prolific
98,Not Disclosed,49.0,Female,"6,9,13,25,29",6.0,9.0,13.0,25.0,29.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,2.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,1.0,5.0,2.0,2.0,2.0,5.0,1.0,4.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,4.0,2.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,1.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,2.0,5.0,5.0,4.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,Prolific
